CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
7314,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,6
7315,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,6
7316,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,6
7317,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,4
7318,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,5
7319,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,4
7320,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
7321,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,5
7322,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,6
7323,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,3
7324,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,7
7325,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,6
7326,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,6
7327,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,7
7328,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4
7329,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,7
7330,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,3
7331,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,4
7332,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,5
7333,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,9
7334,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,6
7335,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,4
7336,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,5
7337,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,6
7338,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,4
7339,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3
7340,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,6
7341,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,5
7342,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,5
7343,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,6
7344,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,6
7345,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,5
7346,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6
7347,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,7
7348,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,5
7349,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,4
7350,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,4
7351,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,5
7352,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6
7353,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,3
7354,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,5
7355,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4
7356,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,7
7357,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,3
7358,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,4
7359,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,7
7360,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,5
7361,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,5
7362,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,6
7363,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4
7364,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,7
7365,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3
7366,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,5
7367,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,6
7368,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,4
7369,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,7
7370,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,6
7371,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3
7372,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,9
7373,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,5
7374,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,5
7375,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,5
7376,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,4
7377,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,7
7378,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,6
7379,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5
7380,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3
7381,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,8
7382,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,7
7383,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,7
7384,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,6
7385,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,6
7386,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,5
7387,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,3
7388,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,5
7389,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,3
7390,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,7
7391,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,3
7392,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,6
7393,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,7
7394,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,8
7395,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,6
7396,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4
7397,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,6
7398,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,6
7399,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,6
7400,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,10
7401,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,6
7402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2
7403,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,7
7404,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2
7405,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,6
7406,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,7
7407,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,6
7408,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,7
7409,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,4
7410,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,7
7411,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,6
7412,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,5
7413,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,4
7414,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,7
7415,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,6
7416,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4
7417,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3
7418,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,4
7419,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,2
7420,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,8
7421,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,5
7422,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,7
7423,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,5
7424,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4
7425,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,6
7426,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,7
7427,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,6
7428,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,7
7429,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,6
7430,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,6
7431,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,5
7432,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,4
7433,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,6
7434,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,5
7435,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,4
7436,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,6
7437,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
7438,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,2
7439,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,3
7440,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,7
7441,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,7
7442,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,5
7443,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,7
7444,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,5
7445,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,7
7446,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,5
7447,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,5
7448,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,3
7449,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,7
7450,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,7
7451,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,5
7452,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,3
7453,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
7454,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,5
7455,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,5
7456,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,5
7457,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5
7458,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,6
7459,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,3
7460,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,4
7461,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,7
7462,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,6
7463,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,4
7464,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2
7465,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,4
7466,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,5
7467,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,6
7468,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,3
7469,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,7
7470,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,4
7471,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,5
7472,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,7
7473,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,3
7474,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,7
7475,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,6
7476,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,5
7477,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,6
7478,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,5
7479,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,7
7480,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,7
7481,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,7
7482,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,7
7483,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4
7484,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,3
7485,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,7
7486,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,8
7487,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,3
7488,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,4
7489,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,7
7490,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,6
7491,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,5
7492,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,5
7493,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,6
7494,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,6
7495,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,4
7496,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,6
7497,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,6
7498,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,3
7499,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,8
7500,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,8
7501,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,3
7502,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,6
7503,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,5
7504,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,7
7505,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,5
7506,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,6
7507,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
7508,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,6
7509,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,6
7510,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,6
7511,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,5
7512,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5
7513,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,5
7514,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,4
7515,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4
7516,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,4
7517,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5
7518,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,7
7519,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,9
7520,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,5
7521,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,3
7522,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,6
7523,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,5
7524,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,4
7525,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,7
7526,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,7
7527,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,7
7528,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,5
7529,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,6
7530,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,5
7531,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,5
7532,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,8
7533,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,4
7534,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4
7535,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,6
7536,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,7
7537,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,6
7538,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,5
7539,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,6
7540,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,5
7541,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,4
7542,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,4
7543,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,5
7544,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,7
7545,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,7
7546,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,8
7547,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,4
7548,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,6
7549,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,6
7550,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5
7551,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,5
7552,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
7553,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,5
7554,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,6
7555,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,4
7556,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,5
7557,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,6
7558,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,5
7559,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,6
7560,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3
7561,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,6
7562,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,7
7563,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,5
7564,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,6
7565,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,5
7566,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,6
7567,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,7
7568,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,7
7569,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,8
7570,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,6
7571,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,5
7572,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,7
7573,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,5
7574,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,5
7575,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,7
7576,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,4
7577,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,4
7578,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,6
7579,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,5
7580,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,6
7581,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,6
7582,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,7
7583,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3
7584,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,7
7585,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,5
7586,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,7
7587,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,5
7588,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5
7589,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,5
7590,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5
7591,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,8
7592,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,6
7593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
7594,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,5
7595,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,6
7596,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,2
7597,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,7
7598,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,5
7599,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,7
7600,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,5
7601,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,6
7602,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,5
7603,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,6
7604,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,9
7605,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,7
7606,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,9
7607,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,10
7608,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,2
7609,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,7
7610,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,4
7611,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,6
7612,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,7
7613,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,7
7614,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,4
7615,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,6
7616,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,2
7617,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,6
7618,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,5
7619,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,9
7620,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,5
7621,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,7
7622,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,5
7623,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,8
7624,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,6
7625,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,3
7626,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,7
7627,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,4
7628,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,4
7629,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2
7630,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,9
7631,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,8
7632,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,5
7633,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,7
7634,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7
7635,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,7
7636,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,6
7637,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,3
7638,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,7
7639,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4
7640,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,5
7641,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,7
7642,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,6
7643,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,6
7644,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,6
7645,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3
7646,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,6
7647,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,5
7648,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,4
7649,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,6
7650,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,6
7651,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,7
7652,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,7
7653,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,6
